sektor,kelurahan,kecamatan,wilayah_kota,alamat,latitude,longitude,Keterangan
IV,,Jatinegara,Jakarta Timur,"Ex Kodim 0505 Jakarta Timur, Jl. Bekasi Barat",-6.215515,106.870279,
IV,,Jatinegara,Jakarta Timur,"Toko Besi Sumber Jaya, Jl. Bekasi  Timur ",-6.214631,106.883062,
IV,,Jatinegara,Jakarta Timur,"LP Cipinang, Jl. Bekasi Timur ",-6.214631,106.883062,
IV,,Jatinegara,Jakarta Timur,Huk Jl. Bekasi Timur IV,-6.215092,106.875796,
IV,,Jatinegara,Jakarta Timur,"Kantor Kejaksaan / Pandawa, Jl. Bekasi Timur IV",-6.217456,106.875713,
IV,,Jatinegara,Jakarta Timur,"Huk Jl. Otista III, Jl. Otista Raya",-6.231825,106.867391,
IV,,Jatinegara,Jakarta Timur,"Toko Sinar Agung Cawang, Jl. Otista Raya",-6.243247,106.868769,
IV,,Jatinegara,Jakarta Timur,"Huk PFN/Film, Jl. Otista Raya",-6.2368208,106.8688738,
IV,,Jatinegara,Jakarta Timur,"Samping Ex BCA, Alfamart, Jl. Otista III RT002/RW007 No. 31",-6.231733,106.870156,
IV,,Jatinegara,Jakarta Timur,"Soto Kudus, Jl. Otista III ",-6.231444,106.874045,
IV,,Jatinegara,Jakarta Timur,"Depan Rumah No. 28 A, Jl. Otista  III RT001/RW005",-6.231583,106.872672,
IV,,Jatinegara,Jakarta Timur,"DPP Hidayahtullah, Jl. Cipinang Cepedak I ",-6.236851,106.871638,
IV,,Jatinegara,Jakarta Timur,"TK Tauladan, Jl. Cipinang Cepedak II",-6.238702,106.871579,
IV,,Jatinegara,Jakarta Timur,"Huk Pos RW003, Jl. Cipinang Cepedak II",-6.238509,106.873453,
IV,,Jatinegara,Jakarta Timur,"Huk, Cipinang Cependak III, Jl. Cipinang Cepedak I ",-6.236738,106.875975,
IV,,Jatinegara,Jakarta Timur,"Taman Simanjutak, Jl. Cipinang Cepedak ",-6.238509,106.873453,
IV,,Jatinegara,Jakarta Timur,"Sebelah Timur LP Cipinang, Jl. Cipinang Jaya  ",-6.214516,106.88502,
IV,,Jatinegara,Jakarta Timur,"Pom Bensin 34-13413, Jl. Cipinang Jaya  ",-6.22174,106.885866,
IV,,Jatinegara,Jakarta Timur,"Rumah Makan Sari Idaman, Jl. Cipinang Jaya  ",-6.218868,106.887105,
IV,,Jatinegara,Jakarta Timur,"Huk Jl. Cipinang Jaya Blok LL, Jl. Cipinang Jaya  ",-6.226334,106.883936,
IV,,Jatinegara,Jakarta Timur,"Huk Perum Cipinang Elok, Jl. Cipinang Jaya  ",-6.220455,106.886405,
IV,,Jatinegara,Jakarta Timur,"Univ. Empu Tantular, Jl. Cipinang Besar  ",-6.226056,106.876847,
IV,,Jatinegara,Jakarta Timur,"Depan Kantor Lurah Cipinang Muara, Jl. Cipinang Muara  ",-6.227596,106.886413,
IV,,Jatinegara,Jakarta Timur,"Lampu Merah Tertutup Pedagang, Jl. Cawang Baru ",-6.242343,106.86949,
IV,,Jatinegara,Jakarta Timur,"Depan SMU I, Jl. Cawang Baru ",-6.243544,106.87232,
IV,,Jatinegara,Jakarta Timur,"Huk Biru Laut VIII, Jl. Cawang Baru ",-6.242713,106.873727,
IV,,Jatinegara,Jakarta Timur,"Depan Kantor Telkom, Jl. D.I. Panjaitan",-6.227622,106.875511,
IV,,Jatinegara,Jakarta Timur,"Pasar Gembrong, Jl. D.I. Panjaitan",-6.224507,106.87695,
IV,,Jatinegara,Jakarta Timur,"Depan Toko Genteng Pelita, Jl. D.I. Panjaitan",-6.1551402,106.9439404,
IV,,Jatinegara,Jakarta Timur,"Bioskop Nusantara, Jl. Kebon Pala II",-6.214441,106.861884,
IV,,Jatinegara,Jakarta Timur,"Dekat Kantor Lurah, Jl. Kebon Pala",-6.214646,106.859864,
IV,,Jatinegara,Jakarta Timur,"Depan Bank Danamon, Jl. Pasar Utara Jatinegara",-6.220061,106.864756,
IV,,Jatinegara,Jakarta Timur,"Depan Pom Bensin 34-13201, Jl. I Gusti Ngurah Rai",-6.213413,106.893367,
IV,,Jatinegara,Jakarta Timur,"Huk Jl. Panti Asuhan, Jl. Pedati Kampung Melayu",-6.226682,106.8737,
IV,,Jatinegara,Jakarta Timur,"Pasar Ciplak, Jl. Panca Warga, Jl. Raya Kalimalang",-6.236308,106.880651,
V,,Duren sawit,Jakarta Timur,"Huk Raden Inten, Jl. I Gusti Ngurah Rai",-6.216319,106.923804,
V,,Duren sawit,Jakarta Timur,"Depan Rumah Susun, Jl. I Gusti Ngurah Rai",-6.217559,106.930397,
V,,Duren sawit,Jakarta Timur,"Huk Jl. SMU XII Kebon Singkong, Jl. I Gusti Ngurah Rai",-6.213571,106.897691,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Kampung Bulak Raya, Jl. I Gusti Ngurah Rai",-6.216853,106.903749,
V,,Duren sawit,Jakarta Timur,"Stasiun Kereta Api Klender, Jl. I Gusti Ngurah Rai",-6.213498,106.899808,
V,,Duren sawit,Jakarta Timur,"Huk Jl. H. Zaini, Jl. I Gusti Ngurah Rai",-6.214502,106.912106,
V,,Duren sawit,Jakarta Timur,"PMI Jakarta Timur, Jl. I Gusti Ngurah Rai",-6.213983,106.908185,
V,,Duren sawit,Jakarta Timur,"Buaran II Kantor PPP, Jl. I Gusti Ngurah Rai",-6.215544,106.920651,
V,,Duren sawit,Jakarta Timur,"Buaran I , Jl. I Gusti Ngurah Rai",-6.215927,106.92321,
V,,Duren sawit,Jakarta Timur,"Pos Keamanan Pasar Bulak Klender, Jl. I Gusti Ngurah Rai",-6.215174,106.903938,
V,,Duren sawit,Jakarta Timur,"SDN 02 Pondok Bambu, Jl. Pahlawan Revolusi",-6.233595,106.896502,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Kejaksaan, Jl. Pahlawan Revolusi",-6.23814,106.902511,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Poncol, Jl. Pahlawan Revolusi",-6.245108,106.904395,
V,,Duren sawit,Jakarta Timur,"Komplek Bea Cukai Pondok Bambu, Jl. Pahlawan Revolusi",-6.236309,106.897869,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Dermaga Lampu Merah, Jl. Pahlawan Revolusi",-6.219126,106.899633,
V,,Duren sawit,Jakarta Timur,"Sumber Rejeki Motor, Jl. Pahlawan Revolusi",-6.22494,106.898954,
V,,Duren sawit,Jakarta Timur,"Jl. Pondok Bambu Permai, Jl. Pahlawan Revolusi",-6.241225,106.901005,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Cipinang Muara II, Jl. Pahlawan Revolusi",-6.223296,106.899235,
V,,Duren sawit,Jakarta Timur,"Toko Colombia Jembatan Layang, Jl. Pahlawan Revolusi",-6.229595,106.898429,
V,,Duren sawit,Jakarta Timur,"Panti Sosial BDM, Jl. Pahlawan Revolusi",-6.232661,106.896971,
V,,Duren sawit,Jakarta Timur,"Depan Masjid Abidin Pdk Bambu, Jl. Masjid Abidin",-6.229403,106.903882,
V,,Duren sawit,Jakarta Timur,"Jl. Komplek Bina Marga, Jl. Masjid Abidin",-6.229224,106.899952,
V,,Duren sawit,Jakarta Timur,"Sekolah Yayasan YAPMI, Jl. Raden Inten",-6.217601,106.927069,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Pendidikan, Jl. Raden Inten",-6.230616,106.92236,
V,,Duren sawit,Jakarta Timur,"Gedung Wanita, Jl. Raden Inten",-6.240307,106.92168,
V,,Duren sawit,Jakarta Timur,"Under Pass / Pos Pol. Raden Inten, Jl. Raden Inten",-6.247327,106.919732,
V,,Duren sawit,Jakarta Timur,"Gedung GOR, Jl. Raden Inten",-6.223334,106.923256,
V,,Duren sawit,Jakarta Timur,"Bengkel Resmi AC, Jl. Raden Inten",-6.226911,106.92316,
V,,Duren sawit,Jakarta Timur,"Huk Jl. H. Muh. Dahlan, Jl. Raden Inten",-6.246237,106.919646,
V,,Duren sawit,Jakarta Timur,"Huk Perumnas Raya, Jl. Raden Inten",-6.220389,106.923678,
V,,Duren sawit,Jakarta Timur,"Polsek Duren Sawit, Jl. Kalimalang",-6.247908,106.917579,
V,,Duren sawit,Jakarta Timur,"Depan Hero, Jl. Kalimalang",-6.248036,106.926696,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Pondok Kelapa Barat, Jl. Kalimalang",-6.248838,106.93395,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Cipinang Indah, Jl. Kalimalang",-6.217601,106.927069,
V,,Duren sawit,Jakarta Timur,"SMP Putra I, Jl. Kalimalang",-6.245432,106.903429,
V,,Duren sawit,Jakarta Timur,"Lampu Merah Raden Inten, Jl. Raden Inten",-6.247308,106.919848,
V,,Duren sawit,Jakarta Timur,"Kampung Sumur, Jl. Ngurah Rai",-6.213983,106.908185,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Anggrek II Perumnas, Jl. Delima Raya",-6.217601,106.927069,
V,,Duren sawit,Jakarta Timur,"Depan Toko Lucky Perumnas, Jl. Delima Raya",-6.220976,106.926657,
V,,Duren sawit,Jakarta Timur,"Depan Rumah No. 116, Jl. Malaka Raya",-6.225993,106.931133,
V,,Duren sawit,Jakarta Timur,"Depan Apotik BRF Perumnas, Jl. Bunga Rampai",-6.224501,106.933411,
V,,Duren sawit,Jakarta Timur,"Yayasan Widodo Perumnas, Jl. Wijaya Kusuma III",-6.224998,106.932121,
V,,Duren sawit,Jakarta Timur,"Masjid Al-Anan Perumnas, Jl. Nusa Indah II Belakang Pos Pemadam",-6.219522,106.931976,
V,,Duren sawit,Jakarta Timur,"Depan Rumah Susun Perumnas, Jl. Nusa Indah  ",-6.216495,106.928575,
V,,Duren sawit,Jakarta Timur,"Depan Alfa Mart Perumnas, Jl. Wijaya Kusuma  ",-6.225001,106.932157,
V,,Duren sawit,Jakarta Timur,"Depan Bank Mandiri Perumnas, Jl. Raya Teratai Putih",-6.218537,106.931187,
V,,Duren sawit,Jakarta Timur,"Dr. Gigi Winarti Perumnas, Jl. Nusa Indah",-6.217975,106.933908,
V,,Duren sawit,Jakarta Timur,"Depan Pos Pemadam Perumnas, Jl. Bunga Rampai X",-6.222342,106.932967,
V,,Duren sawit,Jakarta Timur,"Depan Swalayan Yuda Perumnas, Jl. Delima Raya",-6.221065,106.926644,
V,,Duren sawit,Jakarta Timur,"Huk Nusa Indah IV Perumnas, Jl. Nusa Indah Raya ",-6.217975,106.933908,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Let Kol Sugiono, Jl. Pondok Kopi Raya",-6.224224,106.9425,
V,,Duren sawit,Jakarta Timur,"Depan RS. Islam Pondok Kopi, Jl. Pondok Kopi Raya",-6.219846,106.940012,
V,,Duren sawit,Jakarta Timur,"Perum Pondok Kopi Indah, Jl. Pondok Kopi Raya",-6.22161,106.941676,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Arabika III Pondok Kopi, Jl. Pondok Kopi Raya",-6.229222,106.9438,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Arabika I / Robusta III, Jl. Pondok Kopi Raya",-6.227497,106.943866,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Pondok Kopi I Blok A Pondok Kopi, Jl. Pondok Kopi Raya",-6.218518,106.939596,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Arabika 8 SD Islam, Jl. Pondok Kopi Raya",-6.230852,106.94308,
V,,Duren sawit,Jakarta Timur,"Perum Pondok Kopi Raya, Jl. Pondok Kopi Raya",-6.244783,106.9425,
V,,Duren sawit,Jakarta Timur,"Depan Kantor Transmigrasi Pondok Kopi, Jl. H. Naman",-6.247615,106.942331,
V,,Duren sawit,Jakarta Timur,"Jl. Swakarsa III Pondok Kopi, Jl. H. Naman",-6.244783,106.9425,
V,,Duren sawit,Jakarta Timur,"Depan Balai Kesenian Pondok Kopi, Jl. H. Naman",-6.241785,106.942646,
V,,Duren sawit,Jakarta Timur,"SMP Negeri 252 Pondok Kopi, Jl. H. Naman",-6.239633,106.942685,
V,,Duren sawit,Jakarta Timur,"Pos Pemadam Pondok Kelapa, Jl. Raya Pondok Kelapa  ",-6.239761,106.934372,
V,,Duren sawit,Jakarta Timur,"Jl. Pondok Kelapa Selatan V Pondok Kelapa, Jl. Pondok Kelapa Selatan",-6.252701,106.935901,
V,,Duren sawit,Jakarta Timur,"Jl. Pondok Kelapa Selatan IV Pondok Kelapa, Jl. Pondok Kelapa Selatan",-6.251577,106.936017,
V,,Duren sawit,Jakarta Timur,"Kursus Stir Mobil / Warung Bu. Haji, Jl. Pondok Kelapa",-6.235944,106.934424,
V,,Duren sawit,Jakarta Timur,"Huk Taman Malaka Selatan, Jl. Pondok Kelapa",-6.232867,106.934791,
V,,Duren sawit,Jakarta Timur,"Depan Rumah No. 44 Pondok Kelapa, Jl. Taman Malaka Selatan  ",-6.230491,106.924017,
V,,Duren sawit,Jakarta Timur,"Yayasan Yahdi, Taman Blok A, Jl. Taman Malaka Utara  ",-6.230648,106.931688,
V,,Duren sawit,Jakarta Timur,"TK. Islam Mutiara, Jl. H. Dogon, Perum DKI",-6.238824,106.938028,
V,,Duren sawit,Jakarta Timur,"Depan PAM Kalimalang Rayon Duren Sawit, Jl. Dermaga Raya",-6.219825,106.902621,
V,,Duren sawit,Jakarta Timur,"Perum Buaran III Duren Sawit, Jl. Dermaga Raya",-6.220735,106.917888,
V,,Duren sawit,Jakarta Timur,"Depan Pasar Duren Sawit, Jl. Dermaga Raya",-6.221108,106.913167,
V,,Duren sawit,Jakarta Timur,"RS. Bersalin Rahim Duren Sawit, Jl. Dermaga Raya",-6.221077,106.909999,
V,,Duren sawit,Jakarta Timur,"Huk Jl. RS. Samadi, Jl. Dermaga Raya",-6.219777,106.902587,
V,,Duren sawit,Jakarta Timur,"SMU Bakti Samudra, Jl. Raya Buaran",-6.2205,106.920872,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Swadaya II Duren Sawit, Jl. Pendidikan  ",-6.229532,106.918916,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Pendidikan I Duren Sawit, Jl. Pendidikan Raya",-6.230208,106.917089,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Pendidikan III Duren Sawit, Jl. Pendidikan Raya",-6.231226,106.92159,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Pendidikan VII Duren Sawit, Jl. Pendidikan Raya",-6.233614,106.921889,
V,,Duren sawit,Jakarta Timur,"Depan Kantor Camat Duren Sawit, Jl. Swadaya",-6.23283,106.917206,
V,,Duren sawit,Jakarta Timur,"Depan Rumah No. 23 Duren Sawit, Jl. Swadaya Kelurahan Lama",-6.23283,106.917206,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Swadaya IV Duren Sawit, Jl. Swadaya",-6.230187,106.917058,
V,,Duren sawit,Jakarta Timur,"TK. Meranti, Jl. Bunga Rampai I, Jl. Kolonel Sukamto",-6.227863,106.926707,
V,,Duren sawit,Jakarta Timur,"POM Bensin 34 - 13916, Jl. Kolonel Sukamto",-6.22096,106.943403,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Bumi Raya VI Duren Sawit, Jl. Kolonel Sugiono",-6.229689,106.910729,
V,,Duren sawit,Jakarta Timur,"Masjid Baitul Rahman Duren Sawit, Jl. Lingkar Luar",-6.226024,106.915525,
V,,Duren sawit,Jakarta Timur,"Depan SD Negeri 10, Jl. Madrasah II  ",-6.223334,106.923256,
V,,Duren sawit,Jakarta Timur,"Pasar Pondok Bambu, Jl. Kejaksaan Raya",-6.238147,106.902556,
V,,Duren sawit,Jakarta Timur,"Jl. Kelapa Sawit I Perum Bylimoon, Jl. Kelapa Sawit Raya  ",-6.243856,106.927631,
V,,Duren sawit,Jakarta Timur,"Huk. Jl. Raden Inten Duren Sawit, Jl. Perum Kimia Farma II  ",-6.243291,106.920172,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Teluk Al-Furu Duren Sawit, Jl. Teluk Mandar",-6.23919,106.909737,
V,,Duren sawit,Jakarta Timur,"Huk Jl. Sulawesi Duren Sawit, Jl. Laut Banda  ",-6.233604,106.913086,
V,,Duren sawit,Jakarta Timur,"Perum Bylimoon Duren Sawit, Jl. Kelapa Sawit Raya",-6.244503,106.92615,
V,,Duren sawit,Jakarta Timur,"Rawa Domba Perum Taman Duren Sawit, Jl. Masjid Al-Wustho",-6.245758,106.913886,
V,,Duren sawit,Jakarta Timur,Telkom Centuri Duren Sawit,-6.245758,106.913886,
V,,Duren sawit,Jakarta Timur,"Depan Rumah No. 52 Duren Sawit, Jl. Masjid Al-Wustho",-6.245496,106.90899,
V,,Duren sawit,Jakarta Timur,"SD Negeri 10 Duren Sawit, Jl. Bulu Perindu, Jl. Masjid Al-Wustho",-6.300283,106.8591,
V,,Duren sawit,Jakarta Timur,"Jl. Bulu Perindu Raya, Jl. SMP Negeri 202",-6.233134,106.906612,
V,,Duren sawit,Jakarta Timur,"Blok G3 No. 13 Duren Sawit, Jl. Selat Makasar  ",-6.240098,106.916917,
V,,Duren sawit,Jakarta Timur,"Blok C / A Pos Hansip Duren Sawit, Jl. Teluk Semangka  ",-6.239816,106.910606,
V,,Duren sawit,Jakarta Timur,"Pos RW, Jl. Bintang Sakti Bylimoon",-6.247024,106.926216,
V,,Duren sawit,Jakarta Timur,Jl. Kelapa Hijau III Perum Bylimoon,-6.245661,106.92918,
V,,Duren sawit,Jakarta Timur,"Depan Kantor Lurah Duren Sawit, Jl. Raya Duren Sawit",-6.231221,106.914176,
V,,Duren sawit,Jakarta Timur,"Jl. Mayang I Masjid Al Muhajirin Perum AL, Jl. Kelapa Kuning Raya",-6.241748,106.922696,
V,,Duren sawit,Jakarta Timur,"Jl. Kelapa Sawit Raya Toko Wakiran, Jl. Mayang I Perum AL",-6.241961,106.925878,
V,,Duren sawit,Jakarta Timur,"Pos Pemadam Kebakaran Pondok Bambu, Jl. Balai Rakyat III",-6.225821,106.902101,
V,,Duren sawit,Jakarta Timur,"Jl. Bulak Tengah II Rumah No. 32, Jl. Bulak Raya Klender",-6.216942,106.903737,
VI,,Makasar,Jakarta Timur,"Asrama Haji, Jl. Raya Pondok Gede",-6.289602,106.886854,
VI,,Makasar,Jakarta Timur,"Depan Intirub, Jl. Cililitan Besar",-6.265605,106.877023,
VI,,Makasar,Jakarta Timur,"Apotik Multi Warna, Jl. Jati Waringin",-6.263353,106.902708,
VI,,Makasar,Jakarta Timur,"Depan Ruko, Jl. Saulawah, Komplek KODAM",-6.248708,106.910969,
VI,,Makasar,Jakarta Timur,"Huk Jl. Senapan Jati Waringin, Jl. Invantri Komplek KODAM",-6.249005,106.91544,
VI,,Makasar,Jakarta Timur,"Depan Kantor Lurah Halim, Jl. Sekadron",-6.26793,106.877357,
VI,,Makasar,Jakarta Timur,"Huk Pangkalan Jati, Jl. Pistol",-6.249005,106.91544,
VI,,Makasar,Jakarta Timur,"Depan Perum Permata Timur I, Jl. Curug Raya Kalimalang",-6.252257,106.92478,
VI,,Makasar,Jakarta Timur,"Masjid Sadatul Muslimin, Jl. Komodor Halim",-6.256816,106.883291,
VI,,Makasar,Jakarta Timur,"Komplek AURI Jl. Pos, Jl. Wirabakti I Komplek AURI",-6.252489,106.91002,
VII,,Kramat Jati,Jakarta Timur,"Gg. Arus Cawang, Jl. Dewi Sartika ",-6.246001,106.867624,
VII,,Kramat Jati,Jakarta Timur,"Ex Ayam Goreng Suharti, Jl. Dewi Sartika ",-6.256152,106.863537,
VII,,Kramat Jati,Jakarta Timur,"Depan Pom Bensin, Jl. Dewi Sartika ",-6.252267,106.8647261,
VII,,Kramat Jati,Jakarta Timur,"Jl. Masjid Bendungan, Jl. Dewi Sartika ",-6.253875,106.864156,
VII,,Kramat Jati,Jakarta Timur,"Lampu merah Kalibata, Jl. Dewi Sartika ",-6.258289,106.863878,
VII,,Kramat Jati,Jakarta Timur,"Depan Santa Lusia / Kawasaki, Jl. Dewi Sartika ",-6.250873,106.86533,
VII,,Kramat Jati,Jakarta Timur,"Depan RS Budi Asih Baru, Jl. Dewi Sartika ",-6.256273,106.863443,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Cililitan Kecil, Jl. Dewi Sartika, Cililitan Kecil",-6.260908,106.863788,
VII,,Kramat Jati,Jakarta Timur,"Depan Gg. Sunan RT003/RW004, Jl. Dewi Sartika, Soto Ayam Bangkong",-6.253476,106.864242,
VII,,Kramat Jati,Jakarta Timur,"Huk RS. Polri, Jl. Raya Bogor",-6.269882,106.867361,
VII,,Kramat Jati,Jakarta Timur,"Depan Pusdiskes, Jl. Raya Bogor",-6.276942,106.868891,
VII,,Kramat Jati,Jakarta Timur,"Depan Bengkel Sumber Jaya, Jl. Raya Bogor",-6.34389,106.868532,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Kerja Bakti, Jl. Raya Bogor",-6.277631,106.869331,
VII,,Kramat Jati,Jakarta Timur,"PLN Kramatjati, Jl. Raya Bogor",-6.283442,106.871525,
VII,,Kramat Jati,Jakarta Timur,"Lampu merah HEK, Jl. Raya Bogor",-6.287085,106.870828,
VII,,Kramat Jati,Jakarta Timur,"PLN / Trans Halim Cililitan, Jl. Cililitan Besar ",-6.26356,106.867063,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Dinas Kebersihan, Jl. Cililitan Besar ",-6.264219,106.870425,
VII,,Kramat Jati,Jakarta Timur,"Penjahit Mojokerto, Jl. Condet Raya, Depan Rindam",-6.298808,106.856127,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Manunggal XIII, Jl. Condet Raya ",-6.278118,106.854984,
